"","sample_id","10.10_propan-1-ol","10.73_butanal","10.81_butane-2,3-dione","11.08_ethyl acetate","11.09_butan-2-one","11.35_butan-2-ol","11.68_methyl propanoate","11.71_chloroform","12.51_2-methylpropan-1-ol","12.53_2-methylpropane","13.10_3-methylbutanal","13.36_acetic acid","13.39_2-methylbutanal","13.83_3-methylbut-3-en-2-one","14.00_butan-1-ol","14.19_1-ethenylaziridine","14.51_pentan-2-one","14.55_S-methyl ethanethioate","14.58_1-sulfanylpropan-2-one","14.63_ethyl propanoate","14.72_Pentanal","14.72_pentane-2,3-dione","14.83_propyl acetate","15.14_methyl butanoate","16.41_ethyl 2-methylpropanoate","16.54_4-methylpentan-2-one","16.55_(methyldisulfanyl)methane","16.67_3-methylbutan-1-ol","16.89_propanoic acid","16.95_3-methyl-2,3-dihydrofuran","17.00_octane","17.02_toluene*","17.10_3-methylpentan-2-one","17.23_methyl 2-methylbutanoate","17.50_2-methylpent-1-en-3-one","18.12_ethyl butanoate","18.17_hexane-2,3-dione","18.23_hexan-3-one","18.49_propyl propanoate","18.56_hexan-2-one","18.73_hexane-3,4-dione","18.74_butyl acetate","18.84_hexanal","19.04_2-methylpropanoic acid","19.14_methyl pentanoate","20.01_ethyl 2-methylbutanoate","20.13_butanoic acid","20.15_heptan-3-one","20.53_1-cyclopropylpropan-1-one","20.73_2-methylpropyl propanoate","20.78_Ethylbenzene**","20.84_Nonane","21.25_5-methylhexan-2-one","21.38_furan-2-carbaldehyde","21.49_3-methyl-1H-indole**","21.56_(E)-hex-2-enal","21.60_2-methylhexan-3-one","21.78_hexan-1-ol","21.86_propyl butanoate","21.94_ethyl pentanoate","22.16_3-methylbutanoic acid","22.23_Styrene","22.24_butyl propanoate","22.39_2-methylbutanoic acid","22.46_heptan-2-one","22.52_pentyl acetate","22.66_3-isothiocyanatoprop-1-ene","22.77_heptanal","22.88_(3S)-3,7-dimethylocta-1,6-diene","22.91_methyl hexanoate","23.02_2,6,6-trimethylbicyclo[3.1.1]hept-2-ene","23.42_3-(methyldisulfanyl)prop-1-ene","23.65_propyl 2-methylbutanoate","23.66_pentanoic acid","23.84_S-methyl 3-methylbutanethioate","23.98_2-methylpropyl butanoate","24.11_3-methylsulfanylpropanal","24.22_2-methyl-6-methylideneoct-2-ene","24.35_methyl 2-methylpentanoate","24.45_(6E)-2,6-dimethylocta-2,6-diene","24.51_decane","24.61_2,2,4,6,6-pentamethylheptane","24.69_4-methyl-1-propan-2-ylbicyclo[3.1.0]hex-2-ene","24.76_6,6-dimethyl-2-methylidenebicyclo[3.1.1]heptane","24.76_7-methyl-3-methylideneocta-1,6-diene","24.84_6-methylheptan-2-one","25.14_2-pentylfuran","25.26_5-methylheptan-2-one","25.27_(2E,4E)-3,7-dimethylocta-2,4-diene??","25.44_butyl butanoate","25.47_(Z)-hept-2-enal","25.53_ethyl hexanoate","25.70_2-methyl-5-propan-2-ylcyclohexa-1,3-diene","25.79_octan-3-one","25.85_(methyltrisulfanyl)methane","25.95_4-methylpentanoic acid","26.00_6-methylhept-5-en-2-one","26.11_octan-2-one","26.14_benzaldehyde","26.45_Octanal","26.49_methyl heptanoate","26.56_(4R)-1-methyl-4-prop-1-en-2-ylcyclohexene","26.69_1-methyl-4-propan-2-ylbenzene","26.93_hexanoic acid","27.02_butyl 2-methylbutanoate","27.12_1,3,3-trimethyl-2-oxabicyclo[2.2.2]octane","27.16_1-methoxy-4-methylbenzene","27.16_butyl 3-methylbutanoate","27.19_2-methyl-4,5-dihydro-1,3-oxazole","27.48_1-methyl-4-propan-2-ylcyclohexa-1,4-diene","27.93_undecane","28.11_2,2,6-trimethylcyclohexan-1-one","28.46_methyl cyclohexanecarboxylate","28.55_Phenol","28.71_thiolan-2-one","28.81_propyl hexanoate","28.90_ethyl heptanoate","29.14_2-phenylacetaldehyde","29.22_3-(4-methylpent-3-enyl)furan","29.55_nonan-2-one","29.72_3,7-dimethylocta-1,6-dien-3-ol","29.81_methyl octanoate","29.89_nonanal*","29.90_1-phenylethanone","30.08_Heptanoic acid","30.22_pentyl 2-methylbutanoate","30.39_pentyl 3-methylbutanoate","30.61_2-methylpropyl hexanoate","30.62_2-methoxyphenol","30.76_ethyl cyclohexanecarboxylate","31.14_dodecane*","31.35_4-methylphenol","31.39_cyclohexa-1,4-diene","31.90_hexyl butanoate","31.91_butyl hexanoate","32.03_ethyl octanoate","32.04_cyclohexanecarboxylic acid","32.13_1-phenylpropan-2-one","32.66_6-methyloxan-2-one","32.67_1,3,4-oxadiazole","32.69_decan-2-one","32.72_4-methyl-1-propan-2-ylcyclohex-3-en-1-ol","32.81_1-Methyl-4-isopropyl-cyclohexyl 2-hydroperfluorobutanoate","32.84_methyl 2-phenylacetate","32.98_octanoic acid","33.05_Decanal","33.34_2-(4-methylcyclohex-3-en-1-yl)propan-2-ol","33.73_methyl 2-hydroxybenzoate","33.87_propyl cyclohexanecarboxylate","33.91_1,3-ditert-butylbenzene","34.19_4-ethylphenol","34.80_hexyl pentanoate","34.93_undecan-4-one","35.41_2-methyl-5-prop-1-en-2-ylcyclohex-2-en-1-one","35.47_3-propan-2-ylbenzaldehyde","35.56_piperidin-2-one","35.71_undecan-2-one","35.76_methyl 3-phenylpropanoate","35.98_1-methoxy-4-[(E)-prop-1-enyl]benzene","36.09_3-ethyl-4-methylpyrrole-2,5-dione","36.51_2,3,5-trimethyl-4-methylidenecyclopent-2-en-1-one","36.51_4-ethenyl-4-methyl-1-propan-2-yl-3-prop-1-en-2-ylcyclohexene","36.83_(1R,5S,6R,7S,10R)-4,10-dimethyl-7-propan-2-yltricyclo[4.4.0.01,5]dec-3-ene","36.93_tetradecane","37.30_2,4-Decadienal","37.59_2-methyl-5-(6-methylhept-5-en-2-yl)cyclohexa-1,3-diene","39.01_1H-indole","40.94_1-methyl-4-(6-methylhept-5-en-2-yl)benzene","7.10_ethanol*","7.70_propanal","7.86_propan-2-one","7.97_methylsulfanylmethane","8.07_propan-2-ol","8.25_carbon disulfide","8.40_methyl acetate","8.46_acetonitrile","9.55_2-methylpropanal"
"191","11C",5801216,492944,10390528,,28253184,2251008,,,2335488,,54116352,13644800,26152960,1990784,,,6851072,,183104,,,16508928,,,,,104374272,,28814336,,,8385024,,,3417856,1259264,3594240,,,7298304,,,4763648,27618304,,,251232256,3194368,,474880,713664,,1982336,343072,53997568,,,,1328064,,125759488,46915584,,91013120,9607168,,,2342400,2479104,,21039104,,,202948608,,1295488,8272128,,,,4912640,,,,14357504,1830272,923840,,,2093824,,,20672512,,20602880,,26586112,1834176,14339072,3409408,,100859904,15851520,,,5050624,,,,9182208,,,,9866240,,,,84074496,,1701184,5175808,,1309760,1519488,,,,,,,7873792,2215116800,1053163520,,,,,2258944,,,,,,,,,,,,,3543040,,,1201024,,,1044224,,,,,711040,,3709440,,,930676736,,8823808,615872,35155968,2485504,2991616,981760,,,7645696
"192","19C",10159104,592128,9469952,,19128320,,,,958464,,28517376,15264768,12704768,4730368,,,4539648,,,,,13703168,5809664,,,,6771456,,46309376,,2900736,32154624,,,5093888,2264832,,,3286528,,,8525824,10334208,36950016,,,418037760,,,,1056000,,,,,,,,7572224,,145178624,5945856,,97546240,4724480,4100352,1707200,2269952,,,21867520,,,203702272,10333184,,4719872,,,,1117952,,17047552,10643456,,1514432,5037056,2567680,,10339328,,,932224,,,,8787968,,5617664,1650688,,437714944,26863616,,767104,,400144,,,52101120,,,,28706816,,,,36360192,,753984,1450496,,1171648,,,,,,,,1234176,972029952,,,,,,,,,,,,,,,,525312,,,,,,,,,,,,,,,3000832,677248,,,199294976,,7762432,650880,25490432,,1905280,,,,4290560
"193","22C",5720064,,10417152,,43458560,,,,5549824,,13775872,16602112,12257280,10196992,,,18338816,,,,5260800,14414848,,1503552,,,46260224,,32159744,,,7611136,5743872,,20985856,,4156160,,,9347072,,,10157056,11684864,,,416727040,,,,1154432,,,,419808,,,,,,55586816,108654592,,24030208,16353280,,,3788032,,,1606912,,,148717568,2163200,,2477568,,,,683392,,,673920,,6715648,,18984960,,,2393344,,,,34705408,,32496640,7354112,20435968,1869440,,4476672,941824,,,,,,,,,,,107905024,2188032,,,18134016,,8898560,,,1892608,,,,,,,,551680,631635968,,,,,,2122752,,,2739968,,,,,,,,,,,,,,,,4329728,,,,,,,547648,,,399736832,,8994816,,102940672,,2716672,,,,2118144
"194","23C",5846272,,6507008,,14049280,,,,,,120832000,10650624,64827392,1694976,,,10504192,,,,,30491648,,,,,42233856,,22003712,,2368512,1509952,,,,,3303680,,,5611520,,,8307456,10878976,,,235503616,,,,,,1105280,,29477888,,,,,,66494464,87113728,,40857600,7529984,,,1731520,,,,,,84541440,3976448,,12940288,,,,1440064,,922368,,1388800,1308736,6130688,1516992,,,,,4573696,770496,3694336,,7500032,1574528,24546304,906560,,3114752,,,,732672,,,,364816,,,,34463744,,,,108875776,,,,,,,,,,,,,609152,1538785280,,,,,,975808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,709820416,,10484736,,35364864,470432,4096256,,,,18859008
"195","29C",,,5033216,,9127936,,,,,,91516928,6349568,44122112,2187008,,,3196928,,,,,18797568,,,,,73420800,,18200576,,,2220032,,,2275584,1456256,,,,,,,8757248,8809472,,,90869760,,,,341104,,,,23564288,,,,,,47869952,68657152,,34250752,6796544,,9893888,,,,24137728,,,58290176,5707776,,10253312,,,,2563072,,,14457856,,,1421504,1450944,1526400,,899968,,10938368,,,,26937344,2278912,29309952,2159360,,543817728,50044928,,,1119296,1014208,,,98205696,,,,17411072,,,,119332864,278352,927488,1431552,,1800640,,,,,,,,4579840,1667432448,,,,,,2230272,,,,485504,,,,,922048,944768,,,,,,,,,529472,,,1018688,,,,1349760,,,634322944,,9755648,665344,12320768,3069952,,,,,13563904
"196","31C",8950784,,66588672,,22347776,1587328,,246480,,,25435136,,11928576,620288,,,2841344,,,,,113455104,,,,,101728256,,13727744,798400,,6595584,,,,,9564160,,,3702016,,,11703296,,,,25063424,10950656,,,519376,,,,,,863744,,,,5601280,8438784,,6199808,10869760,,,4082432,,,,,,10291200,46292992,,2944256,,,,,,8084224,4301312,830144,2689792,,2371072,,,1026560,,2045632,,27096064,,8986624,2784000,26779648,2243072,,8748032,2891520,,,,,,,,,,,317325312,,,,17216512,,1467392,,,2304768,1072256,,,,,,,1064576,1455816704,,,,,,,,,,,,,,,,,,,,,,,,,754176,,,1086080,,,,,,,476250112,,14415872,,14289920,,1873152,1512000,,,3634176
"197","35C",5210880,,10185728,,12904448,3796992,,,,,31741952,11011072,14090240,2097152,,,6844672,,,,2737408,8184064,,2552320,,,11515904,,22360064,,3802624,,,487472,2787584,1625856,,,,2536704,,,4497920,4777728,2150144,,149815296,,,,,761664,1908864,,,,1289536,,,751040,18721792,71135232,,14238720,8272128,,1807936,2158848,1160448,,24692736,,,56803328,,,4086528,,,,2118656,,,52944896,,,2025408,2176512,904192,439152,1009664,,4290304,,4918016,,16500736,1439232,8092672,2465536,,14610432,334823424,,,2255616,,,,595329024,678464,,1200000,38522880,689024,,,47886336,,3906048,1092032,,1750016,764416,,,,,,,1624768,778895360,,,,,826368,,,,583296,,,,,392352,,1510528,,,939584,,,,,,1749760,,,,,,,1412288,,,438173696,1717632,18290688,,10932224,,3530240,,,,4094208
"198","39C",,,8047360,,60719104,,,,,,49991680,16387072,20187136,2264320,,,31665152,,,,,22323200,,,,,106795008,,30608384,,,1395776,,,2161664,,,,,12903424,,,9809920,23386112,,,172687360,,,,,,,,11298816,,,,,,77664256,6099200,,61345792,27746304,,,4496640,2034240,,12628992,,,152387584,,,5943040,,,,,,1297856,25034752,,,,,639232,,,,11707392,,86618112,,14096384,5198080,16684032,2845696,,48005120,27208704,,,,,,,,,,,3506688,,,,73875456,,1201024,864576,,2419456,,2897664,,,,,,2146816,2357460992,689635328,,,,,2240512,,,,,,,,,,,,,,,,,,,,,,,,577408,,669696,,,251953152,,10551296,948672,68812800,7013632,,2375168,,,6391296
"199","41C",,,8445952,,54317056,,,,,,56651776,14385152,22385664,5937408,,,25131008,,,,,13998080,,,,,19173376,,21623808,,1736640,1204544,,,7421696,,3054080,,,7355648,,,8324864,11337728,,,174309376,,,,,,,428480,19191808,,4716800,,,,38756352,51863552,,26214400,23993344,,,3332096,,,,1709056,,167346176,3267072,,6884608,,,,2024448,,810432,1000256,,1500352,1613440,1279744,,,1560000,,423984,,6679296,,25696256,,19613696,2209024,,6063616,1095168,,,,,,,,,,,30540800,,,,51732480,,3051008,1164096,,2222592,1484480,2552576,,,,5586944,,1400320,1631059968,700121088,,,,,,,,,,,,,,,,,,,,,,,,703296,,,,,239744,,731328,,,1183318016,,8954880,,40218624,2247424,2667008,,,,7647744
"200","49C",,,2155520,,31396864,595968,,,,,66277376,,31040512,905984,,,6756864,,,,,3072256,,,,,85188608,,8974336,,,35753984,,,1877696,,,,,3914496,,,3194368,4031232,,,13688832,,,,,,,,,,,,,,16561152,16666624,,13483008,4993536,,,1587456,5912832,,28737536,,,14254080,,,4793856,,,1266880,,,,13128704,,1832896,,857984,,,530944,,33390592,,23393280,,16263168,2630400,11224064,1110784,,474759168,23022592,,,508576,896064,,,5813504,,,,,,,,57073664,,674304,,,755456,,,,,,,,833792,1384775680,479117312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3532544,573888,,,,50823168,,7205376,,31383552,3138048,,,,,10660864
"201","65C",5920768,,9208832,,19171328,3743232,,,,,91242496,5020928,54386688,1354304,,,4758272,,,,,5286656,,,,,,,17424384,,,8599552,,,1875520,,3403264,,,4193792,,,5676544,3493376,,,53256192,,,,3421952,729984,2690048,,196132864,,,,,,13090816,35581952,,8733696,8030464,,79081472,5940736,,,37502976,,,32660480,,,10192896,,,,3737856,,3084032,54280192,,7294208,923456,16674816,,,,,17101824,,,,13210624,2888960,17593344,3790848,,874971136,12597248,,,,,,,4442368,1676224,,,41242624,2654208,,,87420928,,2281216,1960576,,6135552,870272,,,,,,,860736,1087111168,310214656,,,,,1185984,,,718912,,,,,687296,,,,,,,,,,,1411904,,,694912,,,,,,,184958976,11676672,8884224,,17182720,1875072,,796160,2963456,,14772224
"202","71C",7443200,,10227712,,17577984,,,,,,35721216,8161024,15405056,1585280,,,4733184,,,,,16566272,,1135296,,,6739456,,44855296,,2147840,1917952,,,3177984,2323712,2516480,,,2914304,819648,,4322048,14674944,723072,,246644736,,,,,,,,152469504,,,,461120,,79044608,64835584,,56717312,6900992,,3826432,2859008,2085120,,,,,160137216,3023616,,5414144,,,,3353856,,,18643968,,3301376,,4676096,,,1570432,,14272512,,4140544,,17636352,2507008,18432000,2336512,,171180032,27286528,,,,,,,30156800,,,,151797760,,,,62808064,,3441920,1815616,,3342592,,,,,,,,7315712,925368320,,,,,,899008,,,,474208,,,,,,278304,,,,,,,,,1934848,,,3661824,,5626624,,1837376,,,804126720,,9707520,,38051840,,3779328,,,,4424448
"203","79C",,,18978816,,16909312,,,,,,150913024,,83034112,845248,,,2756096,,,,,57012224,,,,,22406144,,12519424,,3111424,6028032,,601216,,,3727360,,,1573376,,,3946240,,,,9242624,2078272,,,498272,,,,10462208,,,,2564096,,4482048,20711424,,3725312,,,,1437504,3708416,,18700288,,,,,,11711488,,,,1049856,,20581376,,,,1855552,,,2736128,,,7684352,,,,8916992,1142272,15450112,1334592,,28250112,19964928,,,724864,,,,6209280,,,,21385216,,,,93003776,,1425408,1602944,,1060032,,,,,,,,1057856,356515840,,,,,,,,,,256400,,,,,375520,1916416,,,,,,,,,,,,,,,,,,,198213632,,8759296,727360,24386560,10560512,,,1468736,,26486784
"204","81C",6078208,708032,11982848,,21652480,6068736,4426752,,531968,,17593344,44351488,23593984,5326848,,,11918336,,,,,9531392,,8201984,,,2861824,,133971968,,,1477760,6260480,1677376,11625472,,4942080,,,5033984,,,8139776,26565632,6498304,,846856192,,,,,,3956480,,34136064,,,,1913280,,110444544,31529984,,68186112,17212416,,1821312,3390208,,7457024,6889472,,,619905024,,,4431104,,,,,,2099712,4173056,934400,3811328,1004800,9091072,,3644416,,,596736,,,,17854464,,6032128,2698240,,8035328,2752768,,,,,,,,,465680,1119424,18207744,1473664,,,27086848,,3425280,323664,,2500096,,8536064,,,,,,976384,334626816,,,,,2101248,1934784,,,890496,,,,,,,,,,2304256,,,,,,1099008,,,,,,,799168,,,111095808,,9198592,,18623488,,4199680,,4484864,,2940160
"205","83C",,,16888832,,28547072,,,,,,100151296,5266432,48906240,4340992,,,20183040,,,,,30628864,,,,,120926208,,17884160,,1939968,11321344,,,6673920,,,813120,,5849088,,,15135744,11383808,,,102559744,3126528,,,380864,2012992,,,125030400,,,,,,62525440,65036288,,39813120,15552512,,,3136512,1851904,,11584512,,,96919552,7189248,,11743232,1583808,,3678720,3779328,,,6620416,7143680,,4228096,1276032,,,1269184,,6099968,,67481600,,29623296,5722368,27864064,3022336,,222822400,13211648,,,,474000,,,17358848,1765696,,,9440256,,,,95039488,,4817408,,,3067904,,3428864,,,,,,11113472,1447362560,425787392,,,,,891904,,,1108032,,,,,,,,,384528,,,,,,,2456320,,,,,518464,1936320,37814272,,,479543296,555968,9014272,674176,32759808,,1766016,,,,13970432
"206","101C",,,14699520,,67694592,,,,,,56487936,,27880448,950592,,,8627200,,,,,14178304,,,,,11073536,,12412928,,3412224,6004736,,,1801664,,1372544,,,3117312,,,7138048,3655936,,,31064064,1596544,,,,,,,45875200,,,,,,22677504,9830400,,16777216,5917696,,,3948544,1321280,,14153728,,,28746752,,,8016640,3692544,,6518272,780096,,,35975168,,,5531904,,,,,1305408,,,4582656,,6697472,2187776,10121216,1510208,,1280835584,34066432,,,,698112,,,28093440,,,,1822848,,,,66383872,,1324928,692544,,1821312,,,,,,,,,1487863808,,,,,,573120,,,,,,,,,,,,,557632,,,,,,635776,,,,,,,,,,144850944,,8289024,944384,25701376,537600,,679232,,,11727872
"207","109C",149471232,992000,10766336,44072960,,1352576,4522752,,,,,213680128,60092416,,,,,,,18180096,,,46989312,47751168,2160128,,417696,,223002624,,,860224,,,1579264,109486080,,,30521344,,,21979136,7985920,34672640,12069888,,1410138112,,,,,,,,204144640,,,,181010432,20928512,170328064,64991232,,65544192,,7360000,,2801664,,3843584,,,,806813696,,4393984,3481856,,,,1211456,,7875840,12140544,12686336,,984768,,,84525056,,,8787968,,,,5472512,,23261184,3919872,,388202496,13677568,,,,,,,7816704,,,1714688,6609920,,,,13067264,,1460160,3646208,,3799040,1539904,,,,,3095040,2610944,1653504,681902080,,,,,56729600,,,,,868032,,,,,1108224,40194048,930048,,,,,,,,747584,569984,,2020672,,759488,,,,,232128512,,184352768,4856320,,581248,,,15109120,3300864,1965696
"208","113C",,,10632192,,19714048,,,,,,98217984,,69824512,1214784,,,2537728,,,,,13172736,,,,,13265920,,12431360,446752,,5771008,1494208,,,,2469888,,,1749056,,,12078080,,,,3785728,2071296,,,,,1919808,,342163456,,,,,,,116678656,,,13331456,,,5097728,,,1896960,,,2756096,6342656,,5404672,,,,1220992,,,59494400,4113152,4167680,1816064,6010368,,,,,,,2783488,,4710912,,24005632,1493504,,8972288,61894656,,,663360,522576,,,72855552,,,,10704896,680448,,,63582208,,3778304,7287296,,1562176,1498048,,,,,3703808,,1871104,2365325312,,,,,,1883648,,,,,,,,,,,,,,,,,,,1113088,,,1295424,,,,793472,,,1115947008,,43433984,,12160000,1046528,,,,,17762304
"209","115C",4708864,377696,4292096,,11211776,1008000,680960,,,,28908544,9187328,12645376,3977728,,,8274944,,,1449920,5572352,,,1159296,,,10877952,,35856384,,1320832,,,,5629952,2976768,,,,4702720,,,5717760,43294720,2184704,,350355456,,,,,2215936,,490416,136691712,,,,,,188661760,15498240,,115556352,21059584,,,5638656,4257280,7955968,24011776,,,339492864,9778176,1716672,9456640,,,,3267072,3056896,,8510464,9947136,,2664192,,,7353088,,9889792,9187328,,,,24270848,5981696,9837568,3911424,,138379264,11966464,386236416,,,300016,1346560,,13192192,,,,2437376,,3521024,2824192,53293056,,916864,,396512,2863104,,33069056,,,533312,,,7216384,1386020864,477003776,5454848,4113664,,,1608576,,,,,,1457600,,,,,,,,758400,,,,,,,,,,1057216,,2512128,,,403800064,,17531904,,14893056,,3199488,,,,5463040
"210","121C",,,5498880,,62758912,,,,,,142524416,4915712,73416704,1985792,,,3032064,,,,3314944,2617600,,,,,,,13086720,,4583424,15312896,,,1412608,,,,,3047936,,,12542976,,,,2405376,,,,,773184,,,,,,,,,14133248,24708096,,9047040,7003904,,,5180672,14885888,,74846208,,,4224000,,,11751424,9150464,,25005056,3526400,9316352,2261760,22196224,,,2448896,1244864,,,,,,,,,109170688,,28697600,3433216,,442580992,141115392,,,,,,,96317440,2345984,,,,,,,92798976,907264,3734528,721792,,3581440,695552,,,,,,,8489984,1479475200,454180864,,,,,726912,,,,,,,,,,,,,,,,,,,962496,,,,,18678784,,3148800,,,17776640,2648320,8662016,534144,46682112,,,3673344,,,28258304
"211","125C",109420544,,6341888,8845312,,,,,,,14931968,100405248,32288768,3753472,,,6790912,,,3889408,,6677504,16071680,2746880,,3060736,,,219332608,,,5391360,3753472,,3761408,12717056,,,10634240,,,4104704,4476416,5309184,,,826933248,,,,1029632,,,,61009920,,,,20637696,,24918016,112500736,,6925568,6148096,,,2232064,,,1778560,,,102490112,2093056,,1842496,,,,947008,,,12683264,995776,4809728,1262208,10084352,,2428928,,,457904,881920,,,24211456,1349696,7560192,1899904,,643956736,11565056,,,,,,,3746048,,,,9652224,,,,34181120,,1949888,607488,,1507328,451472,,,,,,926016,1137984,50061312,,,,,14754816,,,,698240,,,,,626368,571456,6372608,,,,,,,,,914688,,,841216,,,,,,,173817856,,74252288,,4116480,,,,,,2400000
"212","12C",5821440,864960,21180416,,10734592,2356480,,,981568,,54927360,16457728,26437632,7802880,,,2807040,,283696,,,45613056,,1239808,,,19036160,,29900800,,,1545408,3717376,,12712960,,5658880,,,1201472,,,16596992,19168256,777280,,284622848,,,,,,,,368295936,,,,,,100933632,17613824,,68775936,7879936,,7493120,3470592,2163456,,,1953152,,171196416,,,11140096,,,1384576,890304,,7035904,18200576,,,3376384,,,542080,1618368,,27244544,,,,29045760,1437312,9376768,6014976,,90988544,142819328,3974912,,1997952,,,,33054720,,,,9959424,670848,,,75042816,,1668160,4752384,,1827136,,,,,,,,879488,1522597888,615251968,,,,,2368768,,,,417136,,,4572160,,357984,432288,,,,,,,,,885952,,3651072,,,2150912,,670528,,,538705920,1975616,10726400,980032,12523520,1022720,3577344,,,,7548928
"213","20C",5359360,,12331008,,30511104,,,,,918080,91750400,12186624,39399424,3457024,,,18459648,,,,,13496320,,,,,30423040,,24845312,,3272192,4245248,,,4831744,,2754048,,,6055168,,,7331072,14931968,,,271089664,,,,,,,,567360,,,,606528,,42770432,47370240,,30338048,19350528,,,2879744,,1794944,21580800,,,103190528,11473920,,8335616,,,,8047360,,,31724544,6989312,,1377216,1202688,,863104,1246976,,10192896,,9507840,,7963392,,7500288,2862336,,82681856,15371264,,,,,,,13652992,,,,2663168,,,,62439424,,14738432,,2913024,3006208,555072,,,,,,,5675520,180633600,,,,523648,,,,,,,,,21911552,,,241456,,578880,,,,,,,2029504,,,,,,,1055488,,,102318080,,8269312,,54583296,14606336,,617472,2759680,,12082176
"214","21C",,,15773696,,56950784,,,,,,32444416,3055360,13787136,3223808,,,18970624,28055552,,,,41742336,,,,,158466048,,14419968,,1893952,12123136,8386560,,7080448,,2673408,,,8398848,,,23851008,,,,19900416,,,,1427520,,2867456,297648,134205440,,,,,,15809536,100040704,,14780416,15952896,,1886272,2326528,3393536,,4075776,,,,6433280,,2233088,,,,5736192,1678400,1207936,3295232,,5722624,1243200,12010496,,,1266176,,8459264,,74678272,,13619200,4360192,7447552,1105920,,5790208,1297216,5692160,,,,,,,,,,345030656,,,,32343040,,2746112,,,2348800,615616,,,,,,,2392064,577175552,,,,,,895936,,,,,,,,,,,,,,,,,,,1742080,,,725632,,,,,,,383811584,,8875008,,44666880,261280,12255232,3478528,,,3704576
"215","24C",,,8931328,,26805248,1335232,285696,,,,64352256,6266112,31806464,4476672,,,31712256,,,,,10892288,,1583232,,,19464192,,17515520,,3499264,3926016,,765120,8726528,,2287616,,,7571456,,,4174336,7399936,1441792,,142917632,,,,1489408,1917504,,190736,43241472,,,,,,46661632,97193984,,29634560,25022464,,1969984,2612736,3279360,3721728,3396096,,,78311424,8259072,,8491008,,,,2780416,,4647936,2440448,2597888,2397440,,,2416640,,1332096,,1609984,,,,21881856,,15017984,1932672,1215680,92151808,3485696,,,1368832,644096,,,,741184,,,24308736,701120,,,79495168,,5865984,1013696,,2490624,,1480448,,,,,,1209664,1506607104,473186304,,,,,705472,,,921600,,,,,,,,,576832,,,,,,,3498752,,,,,,,,,,331415552,,8865792,,45559808,1074944,4940288,860096,,,8315392
"216","30C",6034432,241216,16283648,,20002816,2456064,,,,490768,62582784,7658496,25062400,6460672,,,21792768,,,,,20096000,,,,,24548352,,22032384,,,1429376,,,9878528,,5874432,,,6262272,,,8896512,10960896,602432,,248365056,,,,1080576,,,,82821120,622464,,,,,51265536,92729344,,41996288,33187840,,8348416,2584576,,2596352,17555456,,,134873088,9940992,,8877056,,,,4452864,,,9848832,9848832,,,,1110912,,2453760,,20849664,,,,39927808,,19202048,1969984,,31171584,13875200,,,5174272,,,,7221248,,,,309886976,651328,,,102240256,,2757376,6644224,,1426176,951808,4389120,,,,,,2521600,1535574016,,,,,,1316736,,,,,,,,,,2664960,,,,,,,,,875264,,,421744,415440,362160,,,,,477659136,,15560704,,29377536,591040,2870016,,,,7010048
"217","32C",5350144,,26654720,,30184448,1403520,,,,,61833216,15192064,28399616,,,,12692480,7513856,1571904,,,40284160,,,,,117903360,,31479808,,,19585024,2018752,,,,4326400,,,7800064,,,9787392,9485312,,,301596672,,,,871744,,1165440,,,,732480,,,,45813760,59781120,,32918528,11099136,,,2512128,,,11676672,,,192724992,4122368,,5685248,,,,1860352,,,25449472,1890112,1305216,1028224,,,287328,,,7521792,,70008832,,2422272,2850048,23849984,1320256,,34672640,57004032,,,1309888,,,,14903296,,,,21169152,,,,52473856,,1785152,483312,,1813760,,,,,,,,868800,694419456,,,,,,438672,,,822080,,,,,,,,,,,,,,,862976,887232,,1399168,858432,,462480,,,,,259571712,,11340800,,22394880,,2667776,1307136,,,7844352
"218","36C",14953472,,14429184,,13577216,2103552,2335744,,,,40034304,40902656,20874240,3512576,,,58384384,,,,,8906752,5636608,6472192,,,,,101990400,,,3138816,6586368,,4011520,4216064,14019584,,,6667008,,,21595136,17461248,861376,,859045888,,,,,,3771392,,,,,,2075456,,59867136,11159552,,45838336,18422784,,,2284288,,,2147072,,,91717632,1384640,,8897536,,,,,,,,2595584,3747840,,14896128,,2832896,,,2213376,,,5411328,15305728,2391296,8212480,1487680,,4638208,3174912,,,,,,,845696,,,,30425088,1203008,,,49508352,,2804480,,,1314368,,,,,,,,,2905088,,,,,3718656,991616,,,,,,,,,414112,759488,,,,,,,,628224,797632,,,,,,,,,,27165696,,11738112,809344,20110336,552192,3862016,,5680128,,5349888
"219","40C",,,9492480,,26346496,,,,,,56737792,20133888,23946240,5984768,,,12902400,,561280,,5089024,41742336,,,,,103604224,,41267200,,,,,,7236864,,,,,4333824,,,6467072,20685824,,,283410432,,,,,,,,212811776,,,,,,84099072,,,62152704,20231168,,,4957440,,,12086272,,,182124544,,,6949888,,,,1893760,,739328,19271680,,,725760,,871232,,977984,,7323136,,57831424,,17661952,,16430080,2359040,,43008000,22296576,94015488,,,,,,,,,,3753984,,,,63823872,,1111040,,,1968512,,3149568,,,,,,2281216,1129578496,,,,,,966656,,,,,,,,,,,,,,,,,,,,,,,,1087744,,1206016,,,303104000,,9629696,,44122112,12277760,,,,,7055616
